urls,url,Bedrooms,Bathrooms,Super area,Developer,Project,Status,Possession by,Transaction type,Car parking,Price Breakup,Unnamed: 12,Address,RERA ID,Water Availability,Status of Electricity,Lift,Furnishing,Loan Offered by,Amenities,Flooring,Floors allowed for construction,Furnished status,Carpet area,Loading,Floor,Car Parking,Bathroom,Facilities,Puja Room,Balconies,Landmarks,Facing,Overlooking,Age of Construction,Authority Approval,Type of Ownership,Brokerage Response,Units Available,Balcony,Lifts,Servant Room,Store Room,Plot area,Study Room,Unnamed: 46,Unnamed: 47,
,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Niwaru-Road-in-Jaipur&id=4d423539323436303735,3,2,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 30.0 Lac,,"vinayak 7 appts rani colony near jaipur kids school shanti path, Niwaru Road, Jaipur, Rajasthan",,,,,Unfurnished,,,,,Unfurnished,1100 sqft,8%,1 (Out of 3 Floors),,,"Reserved Parking, RO Water System",,,bhavishya kirana store,East,,5 to 10 years,,Freehold,,,1,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1782-Sq-ft-Multistorey-Apartment-FOR-Sale-Tonk-Road-in-Jaipur&id=4d423630333530363135,3,3,1782 sqft,FS Realty,The Coronation,Ready to Move,,"Resale
Free Legal Title Check",2 Covered,₹ 1.10 Cr,,"3 rd floor, Tonk Road, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,2,Furnished,,"Convenience Leisure Environment Security Sports
Fire Fighting Equipment
Guest Accommodation
Flower Gardens
Event Space & Amphitheatre
Early Learning Centre
Dance Studio
Concierge Services
Bank & ATM
Coffee Lounge & Restaurants
Canopy Walk
Barbeque Pit
Arts & Craft Studio
AEROBICS ROOM
Indoor Games Room
Indoor Squash & Badminton Courts
Cycling & Jogging Track
Activity Deck4
Retail Boulevard (Retail Shops)
Rentable Community Space
Recreational Pool
Outdoor Tennis Courts
Multipurpose Courts
Meditation Area
Library And Business Centre
Kids Play Pool With Water Slides
Kids Play Area
Kids Club
Outdoor Tennis Courts
Jogging and Strolling Track
Service/Goods Lift
Vaastu Compliant
Private Terrace/Garden
Water Storage
Security
Reserved Parking
Park
Gymnasium
Swimming Pool
Club House
Rain Water Harvesting
Lift
Air Conditioned
Visitor Parking
Piped Gas
Conference Room
Cafeteria/Food Court
Bar/Lounge
Banquet Hall
RO Water System
DTH Television Facility
Internet/Wi-Fi Connectivity
Laundry Service
Waste Disposal
Maintenance Staff
Intercom Facility
Power Back Up",,,,,,3 (Out of 17 Floors),,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Private Terrace/Garden, Vaastu Compliant, Service/Goods Lift, Air Conditioned, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Banquet Hall, Bar/Lounge, Cafeteria/Food Court, Conference Room, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts, Private jaccuzi",,3,1.5 kms from International Airport,,Main Road,New Construction,Jaipur Development Authority,Freehold,,1,,,1,1,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423530363937323136,2,2,,Unique Dream Builders,Southern Heights,Ready to Move,,"Resale
Free Legal Title Check",1 Open,₹ 30.0 Lac,,"Jagatpura, Jaipur, Jagatpura, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,2,Furnished,,,Ceramic Tiles,,,1188 sqft,4%,4 (Out of 8 Floors),,,"Lift, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Maintenance Staff",,,Property close to hospital and school.,,Main Road,5 to 10 years,Jaipur Development Authority,Freehold,,1,1,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Sale-Pratap-Nagar-in-Jaipur&id=4d423538363938373135,3,3,1350 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 42.0 Lac,,"Pratap Nagar, Jaipur, Rajasthan",,,,,Unfurnished,,,,,Unfurnished,,,10 (Out of 10 Floors),,,,,,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Sale-Chokhi-Dhani-in-Jaipur&id=4d423539353230353735,2,,650 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 14.0 Lac,,"Chokhi Dhani, Jaipur, Rajasthan",,,,,Unfurnished,,,,,Unfurnished,,,1 (Out of 9 Floors),,1,,,,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-Vaishali-Nagar-in-Jaipur&id=4d423539333930343733,3,2,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 48.0 Lac,,,,,,,,,,,,Semi-Furnished,1280 sqft,8%,3 (Out of 4 Floors),,,"Lift, Reserved Parking",,,,East,,,,Freehold,,,1,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-950-Sq-ft-Builder-Floor-Apartment-FOR-Sale-in-Jaipur&id=4d423539363139383431,2,2,950 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 30.0 Lac,,"Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,Semi-Furnished,,,1 (Out of 3 Floors),,,,,,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-3000-Sq-ft-Multistorey-Apartment-FOR-Sale-Nandpuri-in-Jaipur&id=4d423430383237323839,3,3,,,,Ready to Move,,"Resale
Free Legal Title Check",None,"₹ 70.0 Lac ₹ 1,000 Monthly",,"Jagdish Vihar II, Prem Nagar, Nandpuri, Jaipur, Nandpuri, Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,Semi-Furnished,1800 sqft,40%,Ground (Out of 3 Floors),,,"Park, Reserved Parking, Security, Vaastu Compliant",,,North West Railway Headqtr and Jawahar circle,South - East,"Main Road, Garden/Park",5 to 10 years,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1076-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423336323335393537,2,2,1076 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 33.5 Lac,,"Ajmer Road, Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,Semi-Furnished,,,3 (Out of 4 Floors),,,,,,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Jaipur&id=4d423535363530323339,3,3,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 50.0 Lac,,"61 B, ocean apartment, sawai getore, jawahr circle, Jaipur, Rajasthan",,,,,Unfurnished,,,,,Unfurnished,1350 sqft,10%,1 (Out of 3 Floors),,,,,2,,North,,5 to 10 years,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1045-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423431313035313735,2,2,1045 sqft,Anukampa Group,Anukampa Hanging Gardens,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 28.8 Lac,,"Hanging Gardens Society, Ajmer Road, Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,,,,3 (Out of 9 Floors),,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Service/Goods Lift, Air Conditioned, Visitor Parking, Maintenance Staff, Waste Disposal, Cafeteria/Food Court, Outdoor Tennis Courts",,,,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Pool, Main Road",5 to 10 years,,Freehold,,,1,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Narayan-Vihar-in-Jaipur&id=4d423435343538373231,3,3,,,,Ready to Move,,"Resale
Free Legal Title Check",1 Open,₹ 32.5 Lac,,"G2 Ground Floor, Plot 94, Narayan Sagar Extension, Narayan Vihar, Narayan Vihar, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,None,Semi-Furnished,,,Vitrified,,Semi-Furnished,1150 sqft,11%,Ground (Out of 3 Floors),,,"Reserved Parking, Vaastu Compliant",1,2,"Just 3 km from mansarover metro station, Just 200m from 200 ft road",,Main Road,Less than 5 years,Jaipur Development Authority,Freehold,,,,None,,1,1500 sqft,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1380-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Jaipur&id=4d423539313234363937,3,2,,,,Ready to Move,,"New Property
Free Legal Title Check",None,₹ 45.9 Lac,,,,,,,,,,,,Semi-Furnished,1022 sqft,25%,Ground (Out of 4 Floors),,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Service/Goods Lift, Visitor Parking, Maintenance Staff, Waste Disposal, Laundry Service, DTH Television Facility, Banquet Hall, Bar/Lounge, Cafeteria/Food Court, Conference Room, Jogging and Strolling Track",,2,,North,"Main Road, Garden/Park",,,Co-operative Society,,,,,,1,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Jaipur&id=4d423539363333333233,2,2,1000 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 24.0 Lac,,"Jaipur, Rajasthan",,,,,,,,,,Unfurnished,,,1 (Out of 2 Floors),,,Lift,,,,,,,,,,,1,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1370-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sirsi-Road-in-Jaipur&id=4d423235303835373735,3,3,1370 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 55.0 Lac ₹ 500 Monthly,,"s-1, Sirsi Road, Jaipur, Rajasthan",,,,,Furnished,,,,,Furnished,,,2 (Out of 2 Floors),,,,,2,,,,5 to 10 years,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-862-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423539323638313331,2,2,862 sqft,Siddha Group,Siddha Aangan Baya,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 20.0 Lac,,"Ajmer Road, Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,,,,5 (Out of 12 Floors),,,,,,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Patrakar-Colony-in-Jaipur&id=4d423539373337333039,3,3,,Raheja Developers Ltd.,Raheja Tower,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 60.0 Lac,,"Patrakar Colony, Jaipur, Rajasthan",,,,,Unfurnished,,"Visitor Parking
Waste Disposal
Water Storage
Piped Gas
Security
Gymnasium
View all Amenities",,,,1800 sqft,,2 (Out of 8 Floors),,,,,3,,,Garden/Park,5 to 10 years,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Sale-Patrakar-Colony-in-Jaipur&id=4d423539313138373933,2,2,,Manglam Build Developers Ltd.,Manglams Aroma,Ready to Move,,"Resale
Free Legal Title Check",1 Covered,₹ 40.0 Lac,,"Patrakar Colony, Jaipur, Rajasthan",,24 Hours Available,,,,,,,,,950 sqft,,10 (Out of 14 Floors),,,,,,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1883-Sq-ft-Multistorey-Apartment-FOR-Sale-Tonk-Road-in-Jaipur&id=4d423630313736383939,3,3,1883 sqft,Chordias Group,The Crown,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 1.50 Cr,,"Tonk Road, Jaipur, Rajasthan",,,,,Unfurnished,,"Convenience Leisure Security Sports
Mini Cinema Theatre
3 Tier Security System
Health club with Steam / Jaccuzi
Cafeteria/Food Court
Library And Business Centre
CCTV Camera
Multipurpose Hall
Power Back Up
Internet/Wi-Fi Connectivity
Intercom Facility
Visitor Parking
Security
Gymnasium
Lift
Fire Fighting Equipment",,,,,,2 (Out of 18 Floors),,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Private Terrace/Garden, Vaastu Compliant, Air Conditioned, Intercom Facility, Maintenance Staff, Waste Disposal, Internet/Wi-Fi Connectivity, Banquet Hall, Bar/Lounge, Cafeteria/Food Court, Conference Room, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts",,,Marriott Hotel,,Main Road,New Construction,,,,,,,1,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-950-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Mansarovar-in-Jaipur&id=4d423539363536333539,2,2,950 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 37.0 Lac,,"Mansarovar, Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,Semi-Furnished,,,2 (Out of 3 Floors),,,,,,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1630-Sq-ft-Multistorey-Apartment-FOR-Sale-Mansarovar-in-Jaipur&id=4d423630323435383431,3,3,,Aashish Group,Satyam,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 60.0 Lac,,"Mansarovar, Jaipur, Rajasthan",,,,,Unfurnished,,"Grand Entrance lobby
Meditation Area
Waste Disposal
Water Storage
Gymnasium
Indoor Games Room
View all Amenities",,,,1200 sqft,26%,6 (Out of 6 Floors),,,,,2,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Mansarovar-in-Jaipur&id=4d423536393630343833,3,3,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 55.0 Lac,,"Hussainmsh313@gmail.com, Mansarovar, Jaipur, Rajasthan",,,,,,,,,,Semi-Furnished,1340 sqft,10%,1 (Out of 2 Floors),,,,,2,,,,New Construction,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1485-Sq-ft-Multistorey-Apartment-FOR-Sale-Kalwar-in-Jaipur&id=4d423439303535343633,3,3,,Sequin Real Estate,Star City,Ready to Move,,"Resale
Free Legal Title Check",None,"₹ 35.0 Lac ₹ 1,700 Monthly",,,,,,,,,,,,,1485 sqft,,Ground (Out of 12 Floors),,,"Power Back Up, Lift, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Visitor Parking, Maintenance Staff, Jogging and Strolling Track",1,3,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-700-Sq-ft-Multistorey-Apartment-FOR-Sale-Sanganer-in-Jaipur&id=4d423538333734383435,2,2,,,,Ready to Move,,"Resale
Free Legal Title Check","1 Covered, 1 Open",₹ 22.0 Lac,,"F.No. 402 Hariom Apartment, Keshav Vihar, Govindpura, Sanganer Jaipur, Sanganer, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,1,Furnished,,,"Ceramic Tiles, Granite",,Furnished,516 sqft,26%,3 (Out of 4 Floors),,,"Lift, Reserved Parking",,,Radhika Apartment,East,"Garden/Park, Main Road",New Construction,Jaipur Development Authority,Freehold,,1,1,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-Pratap-Nagar-in-Jaipur&id=4d423532373335333737,3,2,,,,Ready to Move,,"Resale
Free Legal Title Check",1 Covered,,,,,,,,,,,,,Semi-Furnished,1450 sqft,6%,2 (Out of 10 Floors),,,,,2,,East,,,,Freehold,,,,2,,1,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Sale-Bani-Park-in-Jaipur&id=4d423539373531333433,2,,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 35.0 Lac,,"B 399, Ground floor, opposite konark hotel, pareek College road, banipark, jaipur, Bani Park, Jaipur, Rajasthan",,,,,,,,,,Unfurnished,640 sqft,20%,Ground (Out of 3 Floors),,1,,,,,South,Main Road,,,Freehold,,,1,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Mansarovar-in-Jaipur&id=4d423439303539363135,3,2,1250 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",1 Covered,₹ 32.0 Lac,,"Near Muhana Mandi, gate No.3, Mansarovar, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,,Semi-Furnished,,,Vitrified,,Semi-Furnished,,,2 (Out of 4 Floors),,,Lift,,,,South - East,Main Road,Less than 5 years,Jaipur Development Authority,Freehold,,,1,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1008-Sq-ft-Multistorey-Apartment-FOR-Sale-Jaisinghpura-in-Jaipur&id=4d423337363130303639,2,2,1008 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",1 Covered,₹ 36.0 Lac,,"Jaisinghpura, Jaipur, Rajasthan",,,,,Furnished,,,,,Furnished,,,9 (Out of 9 Floors),,,"Power Back Up, Lift, Club House, Swimming Pool, Gymnasium, Park, Security, Service/Goods Lift, Air Conditioned, Visitor Parking, Intercom Facility, Maintenance Staff, RO Water System, Banquet Hall, Piped Gas, Jogging and Strolling Track",,2,,South - East,"Garden/Park, Pool",5 to 10 years,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Patrakar-Colony-in-Jaipur&id=4d423531313137393930,3,3,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 48.0 Lac,,"mansarower, Patrakar Colony, Jaipur, Rajasthan",,,,,Furnished,,,,,Furnished,1425 sqft,20%,Ground (Out of 3 Floors),,,,,2,,,,5 to 10 years,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Sale-Patrakar-Colony-in-Jaipur&id=4d423538353831353537,3,3,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 35.0 Lac,,,,,,,,,,,,Furnished,1450 sqft,9%,1 (Out of 3 Floors),,,"Power Back Up, Park, Security, Laundry Service",,3,,East,,,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-Gandhi-Path-in-Jaipur&id=4d423538313337393937,2,2,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 28.0 Lac,,,,,,,,,,,,Semi-Furnished,850 sqft,5%,1 (Out of 2 Floors),,,"Reserved Parking, Security, Vaastu Compliant",1,2,,East,,,,Leasehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Chitrakoot-in-Jaipur&id=4d423432313730383037,3,2,1200 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 48.0 Lac,,"Chitrakoot, Jaipur, Rajasthan",,,,,,,,,,Semi-Furnished,,,2 (Out of 3 Floors),,,,,,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Dadu-Dayal-Nagar-in-Jaipur&id=4d423537383936313439,2 See Dimensions,2,1000 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 25.0 Lac,,"Dadu Dayal Nagar, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,1,Semi-Furnished,,,Granite,,Semi-Furnished,,,Ground (Out of 4 Floors),,,Lift,,,Near Kalyanpura Govt School,South - East,,Less than 5 years,Jaipur Development Authority,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-Malviya-Nagar-in-Jaipur&id=4d423630323433303531,2,2,,,,Ready to Move,,"New Property
Free Legal Title Check",None,₹ 60.0 Lac,,"9 block, Malviya Nagar, Jaipur, Rajasthan",,,,,Unfurnished,,,,,Unfurnished,1600 sqft,-14%,2 (Out of 3 Floors),,,,,2,0.5 kms from World Trade Park,,,15 to 20 years,,Freehold,,,,,,1,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423535373935323537,2,2,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 30.0 Lac,,,,,,,,,,,,Semi-Furnished,850 sqft,26%,2 (Out of 2 Floors),,,"Reserved Parking, Air Conditioned",,,,North,Main Road,,,,,,1,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1861-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423439303130363639,3 See Dimensions,3,,,,Ready to Move,,"Resale
Free Legal Title Check",1 Open,₹ 60.0 Lac,,"S-34, Aravli Hills, Anand Vihar, Railway Colony, Jagatpura, Jagatpura, Jaipur, Rajasthan",,1 Hour Available,No/Rare Powercut,None,Semi-Furnished,,,Ceramic Tiles,,Semi-Furnished,1700 sqft,8%,2 (Out of 3 Floors),,,Internet/Wi-Fi Connectivity,,,Near Ram Mandir,East,,5 to 10 years,Jaipur Development Authority,Power Of Attorney,,,,None,,,1841 sqft,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-820-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Jaipur&id=4d423539313438353531,3,2,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 36.0 Lac,,"Jaipur, Rajasthan",,,,,Unfurnished,,,,,Unfurnished,820 sqft,,3 (Out of 3 Floors),,,Lift,,3,,,Main Road,Less than 5 years,,,,,,,,1,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-Jhotwara-in-Jaipur&id=4d423538383632393831,2,2,,,,Ready to Move,,"New Property
Free Legal Title Check",None,₹ 25.5 Lac,,"Khanta Chauraha, Jhotwara, Jhotwara, Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,Semi-Furnished,850 sqft,5%,2 (Out of 2 Floors),,,,,,,West,,5 to 10 years,,Freehold,,,1,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Nandpuri-in-Jaipur&id=4d423537383939313933,3,3,1400 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 46.0 Lac,,"Malviya Nagar, Nandpuri, Jaipur, Rajasthan",,,,,,,,,,Unfurnished,,,Ground (Out of 3 Floors),,,,,,,North,Main Road,,,Freehold,,,1,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1730-Sq-ft-Multistorey-Apartment-FOR-Sale-Mansarovar-in-Jaipur&id=4d423630333035333731,3,3,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 60.0 Lac,,"dhanwantari hospital, Mansarovar, Jaipur, Rajasthan",,,,,Unfurnished,,,,,Unfurnished,1400 sqft,19%,4 (Out of 6 Floors),,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Private Terrace/Garden, Vaastu Compliant, Air Conditioned, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Banquet Hall, Conference Room, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts",1,3,dhanwantari hospital,South,"Pool, Garden/Park, Main Road",Above 20 years,,Co-operative Society,,,,,1,1,,1,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sodala-in-Jaipur&id=4d423436303637353937,3,3,1800 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",1 Open,₹ 75.0 Lac,,,,,,,,,,,,Semi-Furnished,,,1 (Out of 3 Floors),,,,,3,,North,"Garden/Park, Main Road",,,Freehold,,,,,,1,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1102-Sq-ft-Multistorey-Apartment-FOR-Sale-Padmawati-Colony-in-Jaipur&id=4d423436303933393835,3,3,,,,Ready to Move,,"Resale
Free Legal Title Check","1 Covered, 1 Open",₹ 55.0 Lac,,"248 Flat # S1 Chirag Enclave Opp Euro Kids School Near Gopalpura Byepass Metro Junction Jaipur 302019, Padmawati Colony, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,,Semi-Furnished,,,Vitrified,,Semi-Furnished,1102 sqft,,2 (Out of 3 Floors),,,,,,,East,Garden/Park,,Jaipur Development Authority,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Patrakar-Colony-in-Jaipur&id=4d423539373438363637,3,3,1100 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",1 Open,₹ 35.0 Lac,,"Patrakar Colony, Jaipur, Rajasthan",,,,,,,,,,Semi-Furnished,,,1 (Out of 3 Floors),,,,,,,East,Garden/Park,,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1762-Sq-ft-Multistorey-Apartment-FOR-Sale-Malhotra-Nagar-in-Jaipur&id=4d423432303432333931,2,2,1762 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 85.0 Lac,,"Malhotra Nagar, Jaipur, Rajasthan",,,,,Furnished,,,,,Furnished,,,8 (Out of 11 Floors),,,,,,,,,,,,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-918-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423534383938373835,2,2,918 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 23.0 Lac,,"Shubhangan floors, phase III, Omaxe city, Ajmer Road, Jaipur, Ajmer Road, Jaipur, Rajasthan",,,,,Semi-Furnished,,,Vitrified,,Semi-Furnished,,,3 (Out of 3 Floors),,,"Park, Reserved Parking, Security, Water Storage, Jogging and Strolling Track",,3,Arya Engg college…JCB plant…Infosys Jaipur…Deutche bank…Mahindra SEZ,West,Garden/Park,Less than 5 years,Jaipur Development Authority,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Jaipur&id=4d423138383434323538,2 See Dimensions,2,900 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",4 Open,₹ 28.0 Lac,,"plot no 237 flat no f1 jhotwara niwaru road laxmi nagar, Jaipur, Rajasthan",,24 Hours Available,,,Furnished,,,Marble,,Furnished,,,1 (Out of 3 Floors),,,Reserved Parking,,2,,North,,Less than 5 years,Development Authority,Freehold,,1,,,,,,,,,
